Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AirQuality_Class
2/17/2005,7:00:00,1.0,1033,-200,4.0,711,220,893,115,935,893,6.4,43.8,0.423,1
6/5/2004,22:00:00,0.8,916,-200,5.6,791,26,1007,43,1588,679,22.1,53.5,1.4087,1
7/9/2004,6:00:00,1.0,1020,-200,7.2,866,92,847,83,1636,744,26.9,40.3,1.4041,1
1/28/2005,4:00:00,0.6,849,-200,1.2,522,56,1158,51,779,467,3.6,48.0,0.3835,1
11/8/2004,7:00:00,0.7,797,-200,2.1,593,146,1212,72,984,494,10.8,49.7,0.6429,1
7/11/2004,3:00:00,1.0,918,-200,6.4,830,-200,875,-200,1548,785,20.4,51.3,1.2131,1
9/7/2004,3:00:00,0.6,856,-200,3.6,687,-200,955,-200,1260,726,21.9,48.3,1.2522,1
11/10/2004,2:00:00,0.6,798,-200,2.2,600,-200,1151,-200,1049,543,7.3,78.1,0.8041,1
1/6/2005,6:00:00,0.8,939,-200,1.8,568,101,1037,72,1054,656,12.4,62.6,0.8994,1
3/22/2005,2:00:00,0.9,952,-200,2.9,648,109,847,87,1107,792,12.8,64.5,0.9493,1
3/27/2005,15:00:00,0.9,1024,-200,2.7,630,106,862,66,1240,544,16.2,71.9,1.3171,1
12/8/2004,7:00:00,1.0,950,-200,4.0,713,172,917,68,1139,841,11.8,71.4,0.9864,1
8/26/2004,6:00:00,1.0,-200,-200,-200.0,-200,63,-200,59,-200,-200,-200.0,-200.0,-200.0,1
4/3/2004,3:00:00,0.9,1042,66,3.8,697,-200,1056,-200,1410,965,15.1,57.6,0.9796,1
7/18/2004,20:00:00,0.8,1017,-200,7.4,873,68,874,73,1464,721,31.6,22.9,1.0469,1
4/12/2004,0:00:00,0.7,840,31,1.6,556,41,1474,58,1094,366,13.7,38.3,0.5957,1
11/9/2004,23:00:00,0.9,841,-200,3.5,680,-200,1052,-200,1067,594,6.5,85.6,0.8353,1
11/2/2004,3:00:00,0.7,825,-200,3.1,661,-200,987,-200,1334,753,17.5,74.5,1.4781,1
11/21/2004,16:00:00,0.9,1018,-200,8.2,907,292,889,127,981,1150,14.9,21.7,0.3646,1
4/11/2004,7:00:00,0.9,888,60,3.0,651,51,1240,52,1298,733,8.2,66.6,0.7283,1
11/17/2004,6:00:00,0.9,845,-200,2.0,583,138,1132,81,929,761,5.7,62.7,0.5801,1
12/9/2004,23:00:00,0.7,808,-200,1.8,572,88,1729,57,954,468,12.0,51.2,0.7179,1
7/18/2004,20:00:00,0.8,1017,-200,7.4,873,68,874,73,1464,721,31.6,22.9,1.0469,1
7/24/2004,6:00:00,0.7,968,-200,5.8,803,56,806,62,1586,1003,24.4,50.5,1.5243,1
6/8/2004,1:00:00,0.7,825,-200,4.2,720,38,1129,55,1511,678,21.0,51.9,1.2794,1
5/6/2004,22:00:00,0.9,883,-200,3.9,705,51,1133,65,1422,655,15.4,58.8,1.0215,1
1/26/2005,9:00:00,0.6,913,-200,4.4,733,250,902,163,901,681,3.5,47.5,0.3778,1
2/4/2005,3:00:00,0.9,1039,-200,5.3,777,-200,778,-200,1031,1082,2.9,72.2,0.5523,1
8/14/2004,23:00:00,0.9,939,-200,4.9,758,40,858,47,1544,664,26.7,49.5,1.7048,1
11/7/2004,23:00:00,0.8,819,-200,2.4,613,89,1118,57,1060,500,9.9,71.4,0.8736,1
2/28/2005,23:00:00,0.7,755,-200,1.4,538,100,1285,79,621,343,1.0,34.3,0.2292,1
4/6/2004,5:00:00,0.8,980,62,3.4,677,73,1141,64,1435,659,14.6,58.8,0.9711,1
4/25/2004,13:00:00,0.8,830,46,2.2,596,54,1389,52,1145,371,17.9,30.7,0.6234,1
11/17/2004,5:00:00,0.8,834,-200,1.6,551,105,1193,69,917,719,6.8,58.6,0.5813,1
12/22/2004,7:00:00,0.9,932,-200,3.8,701,254,944,124,875,936,4.5,51.8,0.4418,1
4/27/2004,0:00:00,0.8,861,51,2.2,601,39,1351,51,1225,439,15.4,43.0,0.7482,1
5/16/2004,8:00:00,0.9,975,-200,5.2,774,73,1001,69,1393,878,16.3,45.1,0.8286,1
11/14/2004,17:00:00,0.7,795,-200,1.8,569,109,1773,63,959,429,8.2,57.9,0.6293,1
1/26/2005,9:00:00,0.6,913,-200,4.4,733,250,902,163,901,681,3.5,47.5,0.3778,1
4/1/2004,3:00:00,0.9,956,72,4.0,713,-200,1099,-200,1422,849,9.0,73.1,0.8394,1
8/15/2004,13:00:00,0.6,810,-200,3.2,664,11,1123,17,1312,478,37.3,20.5,1.286,1
3/29/2004,0:00:00,0.9,888,40,2.2,598,46,1396,58,1156,417,10.6,48.0,0.6135,1
5/23/2004,21:00:00,1.0,1094,-200,6.1,815,74,934,69,1563,852,21.4,46.6,1.1764,1
4/25/2004,2:00:00,1.0,931,61,3.6,689,63,1161,73,1317,503,12.7,58.7,0.8605,1
3/25/2004,6:00:00,0.6,893,46,1.4,540,43,1604,51,1268,413,7.6,83.2,0.8695,1
4/12/2004,14:00:00,0.7,917,42,1.7,563,58,1415,60,1257,423,10.7,67.6,0.8703,1
11/8/2004,1:00:00,0.8,798,-200,2.5,621,109,1115,62,1041,524,10.6,61.3,0.7856,1
3/16/2005,7:00:00,1.0,1011,-200,3.6,685,178,823,99,1054,902,7.6,69.2,0.7238,1
12/7/2004,5:00:00,0.6,857,-200,2.3,604,126,1126,63,1091,740,12.4,68.3,0.9801,1
4/11/2004,3:00:00,1.0,910,66,4.0,709,-200,1162,-200,1329,712,8.8,66.0,0.7501,1
12/22/2004,7:00:00,0.9,932,-200,3.8,701,254,944,124,875,936,4.5,51.8,0.4418,1
7/3/2004,6:00:00,0.7,914,-200,5.9,809,69,912,69,1530,807,20.5,49.3,1.176,1
12/22/2004,7:00:00,0.9,932,-200,3.8,701,254,944,124,875,936,4.5,51.8,0.4418,1
6/13/2004,23:00:00,0.8,814,-200,2.6,627,46,1305,57,1351,446,19.6,45.3,1.0244,1
3/19/2005,7:00:00,1.0,1049,-200,3.6,686,156,793,96,1159,795,11.9,65.6,0.9129,1
3/19/2005,7:00:00,1.0,1049,-200,3.6,686,156,793,96,1159,795,11.9,65.6,0.9129,1
9/25/2004,8:00:00,0.7,798,-200,2.5,619,41,1204,14,1138,500,15.7,51.1,0.9056,1
4/10/2004,5:00:00,1.0,970,89,4.0,708,81,1121,55,1435,842,10.2,73.4,0.9129,1
9/26/2004,6:00:00,0.6,768,-200,3.3,671,79,1128,46,1153,700,13.6,57.6,0.8941,1
3/30/2004,1:00:00,0.7,866,33,1.8,569,41,1468,66,1055,436,11.6,33.6,0.4595,1
9/16/2004,1:00:00,0.8,911,-200,4.8,753,103,934,55,1496,865,21.9,67.1,1.7394,1
2/16/2005,6:00:00,0.9,1080,-200,5.1,768,237,732,140,924,1305,3.6,51.7,0.4123,1
2/5/2005,17:00:00,0.9,900,-200,3.1,659,157,990,121,807,582,8.6,32.8,0.3669,1
9/4/2004,6:00:00,1.0,976,-200,5.3,780,-200,795,-200,1467,898,22.5,53.6,1.4422,1
9/27/2004,2:00:00,1.0,884,-200,5.0,764,110,921,75,1247,900,14.9,58.9,0.9891,1
8/14/2004,12:00:00,0.8,914,-200,4.3,726,44,959,51,1496,534,35.3,27.6,1.5512,1
12/5/2004,8:00:00,0.8,848,-200,1.9,578,120,1160,68,1068,679,13.2,62.5,0.943,1
9/19/2004,7:00:00,1.0,901,-200,4.8,754,139,936,62,1351,854,16.8,66.8,1.2721,1
6/5/2004,5:00:00,0.7,858,-200,4.9,757,57,1066,71,1542,904,19.3,57.3,1.265,1
8/13/2004,15:00:00,0.7,799,-200,4.0,709,48,1078,68,1332,462,35.2,20.5,1.1418,1
6/30/2004,2:00:00,0.8,961,-200,5.8,801,33,850,44,1683,798,26.0,54.9,1.8141,1
2/15/2005,1:00:00,0.8,840,-200,2.2,597,87,1081,76,766,432,8.5,30.4,0.3391,1
8/15/2004,13:00:00,0.6,810,-200,3.2,664,11,1123,17,1312,478,37.3,20.5,1.286,1
2/23/2005,5:00:00,0.6,844,-200,0.7,466,77,1261,68,894,478,4.1,76.0,0.6304,1
2/22/2005,6:00:00,0.9,987,-200,2.6,628,170,929,117,1035,691,3.4,84.5,0.664,1
11/16/2004,7:00:00,0.9,867,-200,3.3,669,271,1069,119,981,779,10.1,44.0,0.5434,1
6/8/2004,1:00:00,0.7,825,-200,4.2,720,38,1129,55,1511,678,21.0,51.9,1.2794,1
3/26/2004,6:00:00,0.9,1005,64,4.0,713,103,1130,78,1363,924,8.0,71.8,0.7711,1
3/3/2005,3:00:00,0.9,992,-200,3.0,655,-200,876,-200,887,1220,3.6,49.7,0.396,1
5/28/2004,22:00:00,1.0,979,-200,7.0,857,97,1082,96,1546,797,19.8,46.8,1.0697,1
6/6/2004,6:00:00,0.7,827,-200,3.1,659,33,1115,46,1552,616,16.8,77.4,1.4739,1
2/18/2005,3:00:00,0.8,931,-200,1.9,580,-200,983,-200,863,487,5.6,52.9,0.4855,1
7/1/2004,2:00:00,0.9,893,-200,5.1,767,36,918,50,1607,805,26.9,49.3,1.7196,1
4/12/2004,8:00:00,0.6,922,39,1.5,541,45,1453,57,1246,432,13.3,53.6,0.8169,1
12/3/2004,5:00:00,0.7,930,-200,2.5,623,103,975,74,1215,720,13.9,85.1,1.3449,1
3/27/2004,1:00:00,1.0,940,57,3.2,664,70,1290,79,1232,646,8.6,57.8,0.6488,1
6/27/2004,13:00:00,0.8,816,-200,3.5,684,42,1195,56,1285,467,39.0,15.1,1.0424,1
2/8/2005,0:00:00,0.9,915,-200,2.1,589,105,1045,90,813,550,6.9,39.6,0.3966,1
11/20/2004,23:00:00,0.7,992,-200,7.2,867,256,876,133,997,1196,6.1,45.2,0.4295,1
4/1/2005,14:00:00,1.0,891,-200,3.3,669,160,923,111,911,456,19.2,27.0,0.5934,1
3/12/2004,5:00:00,0.6,847,7,1.0,501,30,1895,44,1155,394,6.3,65.0,0.6233,1
9/7/2004,4:00:00,0.6,881,-200,4.4,735,-200,876,-200,1308,783,22.4,47.2,1.2593,1
4/1/2005,1:00:00,0.6,818,-200,1.0,497,53,1198,50,885,347,14.6,43.0,0.7108,1
10/26/2004,2:00:00,1.0,912,-200,5.5,788,127,822,48,1331,847,15.5,78.5,1.3782,1
6/20/2004,5:00:00,1.0,-200,-200,-200.0,-200,40,-200,60,-200,-200,-200.0,-200.0,-200.0,1
9/18/2004,1:00:00,0.9,847,-200,3.7,694,112,1153,70,1240,594,21.5,45.6,1.1528,1
3/29/2004,4:00:00,0.6,864,21,1.2,516,39,1496,59,1153,502,11.3,46.9,0.628,1
10/28/2004,1:00:00,1.0,904,-200,5.2,774,98,878,51,1329,805,15.7,76.3,1.3519,1
8/13/2004,17:00:00,1.0,870,-200,4.6,745,54,998,70,1400,472,34.0,25.2,1.314,1
8/1/2004,14:00:00,0.6,824,-200,3.5,683,34,1119,42,1270,393,38.1,18.5,1.2141,1
3/20/2004,6:00:00,0.8,966,-200,2.5,622,63,1317,67,1342,571,13.6,59.0,0.9129,1
4/3/2004,6:00:00,0.9,1041,60,3.5,683,73,1112,69,1398,899,13.9,59.6,0.9408,1
3/25/2005,2:00:00,1.0,1099,-200,4.0,709,165,727,109,1263,1000,15.2,73.3,1.2556,1
7/4/2004,5:00:00,0.6,886,-200,3.8,702,31,971,43,1528,767,20.3,59.6,1.3994,1
9/25/2004,7:00:00,0.6,782,-200,2.1,591,28,1287,9,1130,461,15.4,52.7,0.9178,1
8/13/2004,17:00:00,1.0,870,-200,4.6,745,54,998,70,1400,472,34.0,25.2,1.314,1
10/9/2004,3:00:00,0.9,1061,-200,5.4,785,-200,766,-200,1447,935,21.0,64.4,1.5828,1
12/18/2004,15:00:00,0.6,699,-200,2.4,613,115,1731,64,682,387,15.0,16.3,0.2749,1
2/6/2005,3:00:00,0.9,914,-200,2.9,644,-200,972,-200,832,922,2.6,48.8,0.3658,1
2/5/2005,15:00:00,0.8,891,-200,3.3,668,147,991,110,819,549,9.7,30.8,0.3716,1
1/6/2005,6:00:00,0.8,939,-200,1.8,568,101,1037,72,1054,656,12.4,62.6,0.8994,1
11/7/2004,5:00:00,0.7,774,-200,2.1,591,64,1151,42,1044,533,16.1,49.8,0.9021,1
7/4/2004,3:00:00,0.8,957,-200,6.1,816,-200,846,-200,1613,903,22.2,52.7,1.3891,1
4/2/2005,23:00:00,0.7,904,-200,2.1,593,125,1012,93,894,472,13.5,37.8,0.5815,1
11/21/2004,16:00:00,0.9,1018,-200,8.2,907,292,889,127,981,1150,14.9,21.7,0.3646,1
11/2/2004,5:00:00,0.6,802,-200,2.7,636,96,1016,35,1289,721,17.6,73.2,1.4555,1
2/6/2005,16:00:00,1.0,904,-200,2.7,633,138,1040,100,789,410,10.2,28.3,0.3516,1
3/19/2005,4:00:00,0.9,1023,-200,2.2,600,106,872,80,1089,575,12.2,66.9,0.9496,1
8/7/2004,7:00:00,0.9,868,-200,5.1,771,51,840,43,1608,860,22.9,62.6,1.7253,1
3/20/2004,6:00:00,0.8,966,-200,2.5,622,63,1317,67,1342,571,13.6,59.0,0.9129,1
10/23/2004,5:00:00,0.7,925,-200,4.6,742,127,876,43,1381,842,18.1,72.1,1.4834,1
2/13/2005,16:00:00,1.0,1052,-200,4.4,734,115,799,90,1109,588,19.4,32.4,0.7239,1
4/2/2005,22:00:00,0.7,891,-200,1.8,567,105,1031,79,881,418,13.1,41.3,0.6184,1
3/28/2005,3:00:00,1.0,1003,-200,2.7,635,117,829,78,1235,711,13.7,80.6,1.2528,1
4/8/2004,5:00:00,0.8,869,68,2.8,642,69,1291,62,1288,723,8.1,72.1,0.7798,1
4/25/2004,2:00:00,1.0,931,61,3.6,689,63,1161,73,1317,503,12.7,58.7,0.8605,1
11/24/2004,6:00:00,1.0,953,-200,4.1,717,188,907,64,1152,911,9.8,79.2,0.9567,1
8/14/2004,15:00:00,0.7,840,-200,3.6,685,33,1051,44,1339,462,38.2,19.6,1.2915,1
4/29/2004,2:00:00,0.6,926,60,2.8,639,34,1115,54,1409,814,15.9,60.1,1.0806,1
3/23/2005,6:00:00,0.7,1050,-200,3.6,690,127,761,71,1223,867,14.2,68.3,1.0988,1
3/19/2004,3:00:00,0.7,961,-200,2.5,622,-200,1382,-200,1301,430,12.5,67.5,0.9768,1
3/31/2004,5:00:00,0.6,909,31,1.5,545,44,1473,58,1131,436,14.6,36.0,0.5947,1
6/5/2004,5:00:00,0.7,858,-200,4.9,757,57,1066,71,1542,904,19.3,57.3,1.265,1
4/12/2004,10:00:00,1.0,1040,55,2.9,646,71,1210,78,1325,555,13.0,59.6,0.886,1
3/9/2005,4:00:00,0.8,930,-200,2.5,616,113,969,90,893,875,3.8,56.8,0.4614,1
4/12/2004,14:00:00,0.7,917,42,1.7,563,58,1415,60,1257,423,10.7,67.6,0.8703,1
5/30/2004,18:00:00,0.9,963,-200,7.7,885,84,1102,90,1447,695,29.2,19.6,0.7817,1
4/12/2004,14:00:00,0.7,917,42,1.7,563,58,1415,60,1257,423,10.7,67.6,0.8703,1
3/23/2004,1:00:00,0.8,969,48,2.7,636,47,1271,64,1309,684,14.0,51.3,0.8163,1
9/7/2004,2:00:00,0.6,847,-200,2.7,634,-200,1012,-200,1258,525,24.0,43.7,1.2876,1
11/6/2004,4:00:00,0.9,916,-200,4.3,726,129,879,54,1248,791,15.6,70.8,1.2461,1
9/2/2004,2:00:00,0.8,874,-200,5.3,776,99,846,73,1416,873,23.1,49.9,1.3891,1
7/17/2004,14:00:00,1.0,925,-200,5.2,772,45,1001,60,1308,516,40.3,12.6,0.9302,1
9/5/2004,12:00:00,0.9,864,-200,3.0,651,-200,1096,-200,1193,443,34.5,19.3,1.0369,1
10/1/2004,3:00:00,0.8,943,-200,4.0,709,-200,893,-200,1348,876,20.2,65.8,1.5442,1
4/3/2005,14:00:00,1.0,933,-200,4.2,722,121,899,87,890,450,28.5,13.1,0.5002,1
6/23/2004,1:00:00,0.8,849,-200,4.6,744,51,1004,66,1496,806,22.8,43.9,1.202,1
12/16/2004,6:00:00,1.0,-200,-200,-200.0,-200,212,-200,81,-200,-200,-200.0,-200.0,-200.0,1
9/24/2004,2:00:00,0.7,923,-200,4.6,744,80,908,64,1394,815,22.3,55.8,1.4828,1
6/13/2004,19:00:00,1.0,849,-200,3.5,682,67,1215,72,1378,472,20.3,42.6,1.0045,1
9/7/2004,3:00:00,0.6,856,-200,3.6,687,-200,955,-200,1260,726,21.9,48.3,1.2522,1
8/12/2004,5:00:00,0.7,931,-200,4.2,721,47,888,37,1651,799,25.8,64.6,2.1195,1
12/6/2004,0:00:00,1.0,857,-200,2.3,605,115,1094,64,1071,636,13.2,62.9,0.9517,1
7/1/2004,2:00:00,0.9,893,-200,5.1,767,36,918,50,1607,805,26.9,49.3,1.7196,1
11/30/2004,5:00:00,0.6,840,-200,1.4,534,47,1268,38,1109,483,13.6,75.5,1.172,1
3/6/2005,13:00:00,1.0,895,-200,2.6,624,122,1002,96,787,387,14.8,23.7,0.3945,1
11/7/2004,23:00:00,0.8,819,-200,2.4,613,89,1118,57,1060,500,9.9,71.4,0.8736,1
12/22/2004,3:00:00,0.9,833,-200,2.9,648,-200,1135,-200,814,760,5.1,43.5,0.3852,1
6/6/2004,11:00:00,0.8,775,-200,3.0,653,52,1349,53,1365,491,25.4,31.6,1.0058,1
8/15/2004,0:00:00,0.7,878,-200,3.5,684,26,947,37,1475,588,26.1,50.8,1.6917,1
2/13/2005,17:00:00,1.0,1053,-200,4.3,727,137,789,100,1081,610,17.1,35.8,0.6944,1
5/31/2004,21:00:00,0.8,1035,-200,7.5,878,78,977,69,1694,825,19.3,68.8,1.519,1
8/15/2004,18:00:00,0.8,831,-200,3.4,679,37,1143,60,1291,526,33.8,21.9,1.1303,1
1/6/2005,7:00:00,0.7,961,-200,2.6,629,104,1011,69,1114,682,12.3,62.7,0.8947,1
3/27/2005,2:00:00,1.0,1008,-200,3.3,669,115,791,78,1241,894,16.6,63.0,1.1784,1
3/11/2004,23:00:00,1.0,913,26,2.6,629,47,1565,53,1252,552,8.2,60.8,0.6657,1
8/1/2004,4:00:00,0.6,936,-200,4.0,713,21,883,26,1584,723,23.5,63.6,1.8223,1
4/3/2004,3:00:00,0.9,1042,66,3.8,697,-200,1056,-200,1410,965,15.1,57.6,0.9796,1
3/11/2004,5:00:00,0.7,1066,8,1.1,512,16,1918,28,1182,422,11.0,56.2,0.7366,1
9/20/2004,1:00:00,0.8,882,-200,4.0,713,71,978,57,1343,731,22.8,53.0,1.4577,1
4/14/2004,2:00:00,0.7,900,66,2.7,635,47,1207,60,1307,836,11.1,63.2,0.8331,1
12/18/2004,13:00:00,0.8,759,-200,3.8,699,140,1223,78,799,501,15.9,18.2,0.3255,1
8/9/2004,5:00:00,0.7,896,-200,3.7,694,58,941,46,1583,853,23.2,68.0,1.9045,1
1/16/2005,14:00:00,0.8,819,-200,1.9,576,114,1142,85,809,492,11.4,32.0,0.431,1
8/25/2004,4:00:00,0.6,884,-200,3.6,686,26,908,40,1439,651,22.9,56.1,1.5492,1
5/21/2004,1:00:00,0.6,937,-200,3.8,698,42,1039,64,1382,768,20.1,42.0,0.9763,1
12/6/2004,6:00:00,0.9,913,-200,3.8,701,181,926,72,1219,750,12.0,80.1,1.1231,1
10/24/2004,8:00:00,0.9,920,-200,4.8,755,108,853,45,1359,880,20.0,66.7,1.5401,1
2/8/2005,0:00:00,0.9,915,-200,2.1,589,105,1045,90,813,550,6.9,39.6,0.3966,1
5/12/2004,2:00:00,0.8,966,-200,4.6,744,58,967,65,1511,935,15.6,63.9,1.1287,1
6/26/2004,1:00:00,1.0,857,-200,5.1,769,52,1006,69,1390,759,22.4,34.9,0.9362,1
3/2/2005,1:00:00,0.8,765,-200,1.5,544,122,1253,93,601,405,0.0,29.7,0.1847,1
12/5/2004,6:00:00,0.6,797,-200,1.5,543,87,1235,60,1047,648,12.5,65.9,0.9533,1
10/27/2004,5:00:00,0.7,967,-200,5.1,767,132,833,56,1416,866,16.8,81.3,1.5447,1
5/29/2004,21:00:00,1.0,901,-200,6.5,834,102,1177,103,1408,738,20.1,35.0,0.8149,1
8/14/2004,10:00:00,0.9,933,-200,4.7,748,51,948,52,1551,629,31.6,35.5,1.6269,1
4/12/2004,22:00:00,0.8,913,49,2.6,626,61,1271,68,1234,474,10.3,58.0,0.7239,1
4/27/2004,5:00:00,0.7,930,38,3.3,670,58,1143,68,1339,746,15.5,47.3,0.8282,1
8/17/2004,0:00:00,0.9,959,-200,5.5,787,45,830,54,1460,821,26.5,40.7,1.3873,1
3/11/2004,1:00:00,1.0,1136,31,3.3,672,62,1453,76,1333,730,10.7,60.0,0.7702,1
4/9/2004,5:00:00,0.9,-200,79,-200.0,-200,145,-200,84,-200,-200,-200.0,-200.0,-200.0,1
9/22/2004,1:00:00,1.0,930,-200,5.1,768,98,916,74,1409,825,21.0,61.3,1.5031,1
6/24/2004,5:00:00,0.6,877,-200,3.1,658,41,1047,46,1530,779,21.2,60.9,1.5092,1
4/27/2004,1:00:00,0.7,826,41,1.7,560,25,1424,39,1197,402,15.7,42.5,0.7539,1
12/6/2004,4:00:00,0.6,857,-200,1.7,562,78,1140,54,1130,646,11.9,79.6,1.1043,1
6/11/2004,5:00:00,0.6,825,-200,4.0,709,68,1050,74,1491,813,19.3,51.4,1.1364,1
12/26/2004,8:00:00,0.6,945,-200,1.8,569,136,1140,90,1135,632,10.5,81.8,1.0416,1
9/29/2004,6:00:00,0.7,852,-200,4.0,713,92,1029,53,1203,749,15.2,58.3,0.9986,1
3/13/2004,5:00:00,1.0,978,30,2.6,625,62,1420,65,1274,819,8.3,63.6,0.6982,1
6/12/2004,1:00:00,0.9,924,-200,6.6,839,57,957,68,1453,849,23.5,32.7,0.9349,1
5/12/2004,1:00:00,0.8,986,-200,5.2,771,54,964,67,1518,947,17.6,57.6,1.1484,1
12/21/2004,7:00:00,0.7,804,-200,2.6,630,236,1188,120,806,712,4.9,40.6,0.3539,1
3/15/2004,5:00:00,1.0,1075,39,3.9,703,88,1156,74,1464,1010,11.9,67.4,0.9375,1
3/13/2005,21:00:00,1.0,1189,-200,6.6,837,323,665,172,1204,1208,14.6,51.6,0.8508,1
6/24/2004,6:00:00,0.7,893,-200,3.7,696,48,1008,54,1548,801,22.1,56.2,1.48,1
6/26/2004,14:00:00,1.0,927,-200,5.9,806,51,1013,69,1446,559,38.3,15.8,1.0465,1
11/14/2004,17:00:00,0.7,795,-200,1.8,569,109,1773,63,959,429,8.2,57.9,0.6293,1
11/13/2004,23:00:00,0.8,796,-200,2.1,589,93,1136,52,1026,506,13.3,53.0,0.8044,1
1/1/2005,9:00:00,1.0,939,-200,3.0,649,145,996,86,897,879,3.9,59.0,0.4807,1
2/28/2005,1:00:00,1.0,865,-200,1.8,566,111,1119,94,797,423,4.0,52.9,0.4338,1
6/24/2004,3:00:00,0.8,915,-200,3.6,690,-200,983,-200,1570,743,22.9,57.7,1.5902,1
6/5/2004,22:00:00,0.8,916,-200,5.6,791,26,1007,43,1588,679,22.1,53.5,1.4087,1
6/27/2004,6:00:00,0.6,833,-200,2.8,641,30,1088,44,1496,717,23.5,51.2,1.4634,1
7/5/2004,1:00:00,0.6,848,-200,3.7,692,41,1034,55,1412,734,25.5,35.7,1.1499,1
3/6/2005,13:00:00,1.0,895,-200,2.6,624,122,1002,96,787,387,14.8,23.7,0.3945,1
8/28/2004,1:00:00,0.7,-200,-200,-200.0,-200,41,-200,58,-200,-200,-200.0,-200.0,-200.0,1
8/11/2004,15:00:00,1.0,967,-200,4.5,740,50,926,50,1526,557,38.8,25.4,1.7282,1
1/6/2005,5:00:00,0.9,1005,-200,3.4,679,89,875,67,1120,745,10.7,69.5,0.8919,1
12/15/2004,4:00:00,0.7,-200,-200,-200.0,-200,103,-200,61,-200,-200,-200.0,-200.0,-200.0,1
3/27/2005,15:00:00,0.9,1024,-200,2.7,630,106,862,66,1240,544,16.2,71.9,1.3171,1
6/13/2004,11:00:00,0.7,838,-200,2.5,620,62,1292,74,1325,502,21.7,38.3,0.9842,1
11/17/2004,6:00:00,0.9,845,-200,2.0,583,138,1132,81,929,761,5.7,62.7,0.5801,1
10/28/2004,0:00:00,0.9,861,-200,4.5,735,99,925,58,1287,789,16.9,72.0,1.3749,1
3/12/2005,22:00:00,0.9,1087,-200,5.8,803,314,699,157,1130,907,11.6,54.7,0.7454,1
3/11/2004,6:00:00,0.7,1052,16,1.6,553,34,1738,48,1221,472,10.5,58.1,0.7353,1
12/8/2004,5:00:00,1.0,893,-200,3.1,655,146,990,69,1097,816,12.0,71.9,1.003,1
4/3/2004,6:00:00,0.9,1041,60,3.5,683,73,1112,69,1398,899,13.9,59.6,0.9408,1
8/25/2004,4:00:00,0.6,884,-200,3.6,686,26,908,40,1439,651,22.9,56.1,1.5492,1
4/25/2004,12:00:00,1.0,863,66,2.7,636,57,1290,52,1185,388,17.4,33.9,0.6683,1
9/4/2004,3:00:00,0.8,958,-200,4.5,735,-200,816,-200,1409,906,25.2,46.4,1.464,1
2/14/2005,3:00:00,0.7,968,-200,2.8,639,-200,891,-200,1080,794,8.4,67.1,0.7411,1
4/9/2004,4:00:00,1.0,-200,87,-200.0,-200,97,-200,79,-200,-200,-200.0,-200.0,-200.0,1
7/11/2004,9:00:00,0.6,884,-200,4.0,709,43,1027,54,1442,556,25.7,37.9,1.2334,1
6/19/2004,1:00:00,1.0,935,-200,6.5,836,58,909,80,1604,855,23.3,49.9,1.4135,1
9/5/2004,15:00:00,0.6,784,-200,1.9,576,-200,1327,-200,1060,342,32.6,17.5,0.8467,1
11/19/2004,6:00:00,1.0,870,-200,1.6,550,68,1126,45,1078,515,15.4,55.9,0.9722,1
7/17/2004,4:00:00,0.9,863,-200,4.6,746,56,919,76,1415,961,21.3,45.9,1.1471,1
2/7/2005,7:00:00,0.8,963,-200,2.4,615,177,980,133,837,916,3.4,47.0,0.3713,1
8/25/2004,5:00:00,0.7,913,-200,4.4,730,47,883,50,1493,774,23.3,55.5,1.5636,1
4/28/2004,3:00:00,0.6,895,47,2.7,632,-200,1167,-200,1347,684,14.2,56.9,0.9141,1
1/29/2005,1:00:00,1.0,-200,-200,-200.0,-200,107,-200,85,-200,-200,-200.0,-200.0,-200.0,1
9/25/2004,2:00:00,0.6,761,-200,1.7,563,26,1316,8,1106,451,15.4,53.9,0.9334,1
4/29/2004,2:00:00,0.6,926,60,2.8,639,34,1115,54,1409,814,15.9,60.1,1.0806,1
3/27/2005,4:00:00,1.0,1001,-200,3.4,675,105,778,68,1260,861,15.9,65.1,1.1654,1
1/30/2005,14:00:00,0.9,863,-200,1.6,553,132,1133,95,742,419,8.2,30.1,0.3281,1
8/9/2004,2:00:00,0.8,901,-200,4.4,733,27,888,39,1605,755,24.9,63.5,1.9647,1
11/30/2004,3:00:00,0.8,897,-200,2.0,581,-200,1184,-200,1181,636,13.6,82.8,1.2845,1
4/12/2004,1:00:00,0.6,799,29,1.1,514,42,1615,59,1036,332,14.1,34.0,0.5442,1
2/13/2005,16:00:00,1.0,1052,-200,4.4,734,115,799,90,1109,588,19.4,32.4,0.7239,1
5/23/2004,8:00:00,0.8,1008,-200,4.3,729,68,1034,65,1490,795,20.0,48.6,1.1199,1
8/26/2004,14:00:00,0.9,-200,-200,-200.0,-200,48,-200,52,-200,-200,-200.0,-200.0,-200.0,1
7/10/2004,7:00:00,0.9,958,-200,5.9,805,92,886,74,1551,835,22.0,51.0,1.3296,1
3/16/2005,3:00:00,0.7,969,-200,2.0,584,133,904,93,1021,899,10.7,59.6,0.7673,1
